全国地方公共団体コード,ID,地方公共団体名,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,口径,備考
332020,0100005085,岡山県倉敷市,消火栓,332020,,倉敷市木見３００番地２,岡山県,倉敷市,,,,133.826399,34.523863,200,公設
332020,0100005086,岡山県倉敷市,消火栓,332020,,倉敷市尾原５２番地１,岡山県,倉敷市,,,,133.830187,34.518584,150,公設
332020,0100005087,岡山県倉敷市,消火栓,332020,,倉敷市尾原１４６番地４,岡山県,倉敷市,,,,133.831607,34.518328,150,公設
332020,0100005088,岡山県倉敷市,消火栓,332020,,倉敷市尾原２１６番地１,岡山県,倉敷市,,,,133.833272,34.518292,150,公設
332020,0100005089,岡山県倉敷市,消火栓,332020,,倉敷市尾原３８７番地,岡山県,倉敷市,,,,133.834569,34.517645,150,公設
332020,0100005090,岡山県倉敷市,消火栓,332020,,倉敷市尾原４６８番地,岡山県,倉敷市,,,,133.835365,34.516705,150,公設
332020,0100005091,岡山県倉敷市,消火栓,332020,,倉敷市尾原６８９番地,岡山県,倉敷市,,,,133.836477,34.516522,150,公設
332020,0100005092,岡山県倉敷市,消火栓,332020,,倉敷市尾原７１１番地,岡山県,倉敷市,,,,133.838147,34.515868,100,公設
332020,0100005093,岡山県倉敷市,消火栓,332020,,倉敷市尾原１４３８番地,岡山県,倉敷市,,,,133.838803,34.514914,75,公設
332020,0100005094,岡山県倉敷市,消火栓,332020,,倉敷市尾原１９５１番地１,岡山県,倉敷市,,,,133.839348,34.513925,75,公設
332020,0100005095,岡山県倉敷市,消火栓,332020,,倉敷市曽原１５８番地,岡山県,倉敷市,,,,133.807995,34.538019,100,公設
332020,0100005096,岡山県倉敷市,消火栓,332020,,倉敷市林４８５番地７,岡山県,倉敷市,,,,133.816285,34.540295,75,公設
332020,0100005097,岡山県倉敷市,消火栓,332020,,倉敷市串田５１１番地,岡山県,倉敷市,,,,133.811608,34.546635,75,公設
332020,0100005098,岡山県倉敷市,消火栓,332020,,倉敷市林１２５７番地４,岡山県,倉敷市,,,,133.818338,34.527653,75,公設
332020,0100005099,岡山県倉敷市,消火栓,332020,,倉敷市曽原６４１番地１,岡山県,倉敷市,,,,133.806158,34.533501,75,公設
332020,0100005100,岡山県倉敷市,消火栓,332020,,倉敷市尾原２００番地,岡山県,倉敷市,,,,133.834908,34.519141,75,公設
332020,0100005101,岡山県倉敷市,消火栓,332020,,倉敷市林１６４２番地,岡山県,倉敷市,,,,133.812584,34.528269,100,公設
332020,0100005102,岡山県倉敷市,消火栓,332020,,倉敷市尾原１５７番地１,岡山県,倉敷市,,,,133.82743,34.520727,200,公設
332020,0100005103,岡山県倉敷市,消火栓,332020,,倉敷市林１４５０番地,岡山県,倉敷市,,,,133.809893,34.531142,75,公設
332020,0100005104,岡山県倉敷市,消火栓,332020,,倉敷市曽原５１０番地,岡山県,倉敷市,,,,133.804868,34.535435,75,公設
332020,0100005105,岡山県倉敷市,消火栓,332020,,倉敷市福江１１０番地１,岡山県,倉敷市,,,,133.804325,34.529211,100,公設
332020,0100005106,岡山県倉敷市,消火栓,332020,,倉敷市林５８６番地,岡山県,倉敷市,,,,133.81247,34.536917,100,公設
332020,0100005107,岡山県倉敷市,消火栓,332020,,倉敷市林３９４番地,岡山県,倉敷市,,,,133.817991,34.542484,100,公設
332020,0100005108,岡山県倉敷市,消火栓,332020,,倉敷市福江１３０８番地１,岡山県,倉敷市,,,,133.804987,34.526973,250,公設
332020,0100005109,岡山県倉敷市,消火栓,332020,,倉敷市曽原３８６番地１,岡山県,倉敷市,,,,133.80926,34.534615,100,公設
332020,0100005110,岡山県倉敷市,消火栓,332020,,倉敷市林４７６番地３,岡山県,倉敷市,,,,133.815306,34.540941,75,公設
332020,0100005111,岡山県倉敷市,消火栓,332020,,倉敷市林３５２番地１,岡山県,倉敷市,,,,133.817507,34.543596,100,公設
332020,0100005112,岡山県倉敷市,消火栓,332020,,倉敷市林１９０４番地,岡山県,倉敷市,,,,133.810516,34.530731,75,公設
332020,0100005113,岡山県倉敷市,消火栓,332020,,倉敷市林１９４１番地,岡山県,倉敷市,,,,133.81178,34.530846,75,公設
332020,0100005114,岡山県倉敷市,消火栓,332020,,倉敷市木見１２７,岡山県,倉敷市,,,,133.81959,34.525288,100,公設
332020,0100005115,岡山県倉敷市,消火栓,332020,,倉敷市尾原２４８１番地,岡山県,倉敷市,,,,133.827511,34.516783,75,公設
332020,0100005116,岡山県倉敷市,消火栓,332020,,倉敷市曽原１８４番地,岡山県,倉敷市,,,,133.808487,34.538672,75,公設
332020,0100005117,岡山県倉敷市,消火栓,332020,,倉敷市林５３０番地,岡山県,倉敷市,,,,133.814027,34.539742,75,公設
332020,0100005118,岡山県倉敷市,消火栓,332020,,倉敷市林５３０番地,岡山県,倉敷市,,,,133.813875,34.5393,300,公設
332020,0100005119,岡山県倉敷市,消火栓,332020,,倉敷市林６２０番地,岡山県,倉敷市,,,,133.8145,34.538507,300,公設
332020,0100005120,岡山県倉敷市,消火栓,332020,,倉敷市林６２０番地,岡山県,倉敷市,,,,133.814937,34.537542,300,公設
332020,0100005121,岡山県倉敷市,消火栓,332020,,倉敷市林８７０番地,岡山県,倉敷市,,,,133.81615,34.536406,300,公設
332020,0100005122,岡山県倉敷市,消火栓,332020,,倉敷市林８６０番地１,岡山県,倉敷市,,,,133.817017,34.535589,300,公設
332020,0100005123,岡山県倉敷市,消火栓,332020,,倉敷市林１１０８番地,岡山県,倉敷市,,,,133.817454,34.534215,300,公設
332020,0100005124,岡山県倉敷市,消火栓,332020,,倉敷市林６８１番地４,岡山県,倉敷市,,,,133.818151,34.533289,300,公設
332020,0100005125,岡山県倉敷市,消火栓,332020,,倉敷市木見６４７番地１,岡山県,倉敷市,,,,133.819189,34.532403,300,公設
332020,0100005126,岡山県倉敷市,消火栓,332020,,倉敷市木見６３１番地,岡山県,倉敷市,,,,133.820007,34.531682,300,公設
332020,0100005127,岡山県倉敷市,消火栓,332020,,倉敷市曽原５８２番地,岡山県,倉敷市,,,,133.802826,34.535039,75,公設
332020,0100005128,岡山県倉敷市,消火栓,332020,,倉敷市曽原７６０番地３,岡山県,倉敷市,,,,133.803087,34.533362,75,公設
332020,0100005129,岡山県倉敷市,消火栓,332020,,倉敷市木見１５３番地,岡山県,倉敷市,,,,133.818012,34.525534,100,公設
332020,0100005130,岡山県倉敷市,消火栓,332020,,倉敷市林１３４５番地,岡山県,倉敷市,,,,133.816519,34.527348,75,公設
332020,0100005131,岡山県倉敷市,消火栓,332020,,倉敷市林４６５番地１,岡山県,倉敷市,,,,133.815028,34.542174,75,公設
332020,0100005132,岡山県倉敷市,消火栓,332020,,倉敷市福江７９４番地１,岡山県,倉敷市,,,,133.79801,34.526055,75,公設
332020,0100005133,岡山県倉敷市,消火栓,332020,,倉敷市林１７３６番地６,岡山県,倉敷市,,,,133.817014,34.532432,150,公設
332020,0100005134,岡山県倉敷市,消火栓,332020,,倉敷市林１７２４番地,岡山県,倉敷市,,,,133.816082,34.531687,150,公設
332020,0100005135,岡山県倉敷市,消火栓,332020,,倉敷市林１１４６番地,岡山県,倉敷市,,,,133.814778,34.530754,150,公設
332020,0100005136,岡山県倉敷市,消火栓,332020,,倉敷市林６５９番地,岡山県,倉敷市,,,,133.816653,34.538096,150,公設
332020,0100005137,岡山県倉敷市,消火栓,332020,,倉敷市福江１４７３番地,岡山県,倉敷市,,,,133.808483,34.531187,100,公設
332020,0100005138,岡山県倉敷市,消火栓,332020,,倉敷市木見４８３番地４,岡山県,倉敷市,,,,133.822055,34.528261,100,公設
332020,0100005139,岡山県倉敷市,消火栓,332020,,倉敷市福江１４６６番地１,岡山県,倉敷市,,,,133.808918,34.530609,75,公設
332020,0100005140,岡山県倉敷市,消火栓,332020,,倉敷市木見２４番地１２,岡山県,倉敷市,,,,133.818373,34.527377,100,公設
332020,0100005141,岡山県倉敷市,消火栓,332020,,倉敷市林２１１２番地,岡山県,倉敷市,,,,133.812294,34.534951,150,公設
332020,0100005142,岡山県倉敷市,消火栓,332020,,倉敷市林２００３番地９,岡山県,倉敷市,,,,133.813605,34.533685,150,公設
332020,0100005143,岡山県倉敷市,消火栓,332020,,倉敷市林１７６９番地１,岡山県,倉敷市,,,,133.814892,34.532465,150,公設
332020,0100005144,岡山県倉敷市,消火栓,332020,,倉敷市林８３４番地２,岡山県,倉敷市,,,,133.814967,34.535489,100,公設
332020,0100005145,岡山県倉敷市,消火栓,332020,,倉敷市尾原５１０番地,岡山県,倉敷市,,,,133.837764,34.518831,75,公設
332020,0100005146,岡山県倉敷市,消火栓,332020,,倉敷市木見２１９１,岡山県,倉敷市,,,,133.839518,34.522285,75,公設
332020,0100005147,岡山県倉敷市,消火栓,332020,,倉敷市木見２２７９,岡山県,倉敷市,,,,133.841843,34.523669,75,公設
332020,0100005148,岡山県倉敷市,消火栓,332020,,倉敷市木見２２５２番地,岡山県,倉敷市,,,,133.840263,34.52265,100,公設
332020,0100005149,岡山県倉敷市,消火栓,332020,,倉敷市尾原７６１番地,岡山県,倉敷市,,,,133.839876,34.516633,100,公設
332020,0100005150,岡山県倉敷市,消火栓,332020,,倉敷市尾原８８８番地,岡山県,倉敷市,,,,133.843726,34.517256,75,公設
332020,0100005151,岡山県倉敷市,消火栓,332020,,倉敷市尾原９６６番地,岡山県,倉敷市,,,,133.844811,34.516763,75,公設
332020,0100005152,岡山県倉敷市,消火栓,332020,,倉敷市福江１０１３番地,岡山県,倉敷市,,,,133.803142,34.527033,75,公設
332020,0100005153,岡山県倉敷市,消火栓,332020,,倉敷市串田１番地６,岡山県,倉敷市,,,,133.816704,34.553314,150,公設
332020,0100005154,岡山県倉敷市,消火栓,332020,,倉敷市福江１３９０番地１,岡山県,倉敷市,,,,133.805647,34.52908,100,公設
332020,0100005155,岡山県倉敷市,消火栓,332020,,倉敷市串田３１３番地４,岡山県,倉敷市,,,,133.813622,34.548529,100,公設
332020,0100005156,岡山県倉敷市,消火栓,332020,,倉敷市木見６０１番地６,岡山県,倉敷市,,,,133.819095,34.529953,200,公設
332020,0100005157,岡山県倉敷市,消火栓,332020,,倉敷市林１６９９番地１,岡山県,倉敷市,,,,133.813931,34.531327,75,公設
332020,0100005158,岡山県倉敷市,消火栓,332020,,倉敷市尾原２１９３番地,岡山県,倉敷市,,,,133.836178,34.514639,75,公設
332020,0100005159,岡山県倉敷市,消火栓,332020,,倉敷市尾原２０１３番地,岡山県,倉敷市,,,,133.837837,34.513965,75,公設
332020,0100005160,岡山県倉敷市,消火栓,332020,,倉敷市尾原１９４８番地１,岡山県,倉敷市,,,,133.839622,34.512041,75,公設
332020,0100005161,岡山県倉敷市,消火栓,332020,,倉敷市木見４３５番地３,岡山県,倉敷市,,,,133.822178,34.526923,200,公設
332020,0100005162,岡山県倉敷市,消火栓,332020,,倉敷市尾原２５０３番地,岡山県,倉敷市,,,,133.827804,34.517166,75,公設
332020,0100005163,岡山県倉敷市,消火栓,332020,,倉敷市尾原２４３番地２,岡山県,倉敷市,,,,133.833007,34.516472,150,公設
332020,0100005164,岡山県倉敷市,消火栓,332020,,倉敷市木見１８２番地１０,岡山県,倉敷市,,,,133.81713,34.524717,75,公設
332020,0100005165,岡山県倉敷市,消火栓,332020,,倉敷市木見１４３番地３７,岡山県,倉敷市,,,,133.817869,34.524422,100,公設
332020,0100005166,岡山県倉敷市,消火栓,332020,,倉敷市木見１８８番地４,岡山県,倉敷市,,,,133.817487,34.524044,100,公設
332020,0100005167,岡山県倉敷市,消火栓,332020,,倉敷市福江１２００番地２１,岡山県,倉敷市,,,,133.805537,34.526094,100,公設
332020,0100005168,岡山県倉敷市,消火栓,332020,,倉敷市福江５０３番地７,岡山県,倉敷市,,,,133.79898,34.528733,75,公設
332020,0100005169,岡山県倉敷市,消火栓,332020,,倉敷市林１９９４番地７,岡山県,倉敷市,,,,133.812351,34.532858,100,公設
332020,0100005170,岡山県倉敷市,消火栓,332020,,倉敷市林１２７番地２,岡山県,倉敷市,,,,133.817925,34.543805,75,公設
332020,0100005171,岡山県倉敷市,消火栓,332020,,倉敷市林１６０番地１,岡山県,倉敷市,,,,133.819133,34.545165,75,公設
332020,0100005172,岡山県倉敷市,消火栓,332020,,倉敷市林１２０６番地３,岡山県,倉敷市,,,,133.816858,34.530504,100,公設
332020,0100005173,岡山県倉敷市,消火栓,332020,,倉敷市林１９８６番地１,岡山県,倉敷市,,,,133.813084,34.531965,300,公設
332020,0100005174,岡山県倉敷市,消火栓,332020,,倉敷市林１５２８番地１４,岡山県,倉敷市,,,,133.811506,34.527354,75,公設
332020,0100005175,岡山県倉敷市,消火栓,332020,,倉敷市林１５２１番地２,岡山県,倉敷市,,,,133.811579,34.526738,75,公設
332020,0100005176,岡山県倉敷市,消火栓,332020,,倉敷市林４３５番地２,岡山県,倉敷市,,,,133.816723,34.541016,75,公設
332020,0100005177,岡山県倉敷市,消火栓,332020,,倉敷市串田１０５１番地５,岡山県,倉敷市,,,,133.817428,34.550748,75,公設
332020,0100005178,岡山県倉敷市,消火栓,332020,,倉敷市林２０６４番地,岡山県,倉敷市,,,,133.810513,34.53281,75,公設
332020,0100005179,岡山県倉敷市,消火栓,332020,,倉敷市林３０９番地３,岡山県,倉敷市,,,,133.815427,34.54441,100,公設
332020,0100005180,岡山県倉敷市,消火栓,332020,,倉敷市串田５７９番地,岡山県,倉敷市,,,,133.811582,34.542932,100,公設
332020,0100005181,岡山県倉敷市,消火栓,332020,,倉敷市林６３８番地１,岡山県,倉敷市,,,,133.815457,34.537092,150,公設
332020,0100005182,岡山県倉敷市,消火栓,332020,,倉敷市福江１１２２番地,岡山県,倉敷市,,,,133.803844,34.524587,75,公設
332020,0100005183,岡山県倉敷市,消火栓,332020,,倉敷市曽原３７１番地１,岡山県,倉敷市,,,,133.80831,34.535018,100,公設
332020,0100005184,岡山県倉敷市,消火栓,332020,,倉敷市林７６４番地,岡山県,倉敷市,,,,133.819069,34.537584,75,公設
332020,0100005185,岡山県倉敷市,消火栓,332020,,倉敷市林６９２番地,岡山県,倉敷市,,,,133.818908,34.53856,75,公設
332020,0100005186,岡山県倉敷市,消火栓,332020,,倉敷市福江２９７番地,岡山県,倉敷市,,,,133.79966,34.529728,75,公設
332020,0100005187,岡山県倉敷市,消火栓,332020,,倉敷市福江４１番地４,岡山県,倉敷市,,,,133.804924,34.531438,75,公設
332020,0100005188,岡山県倉敷市,消火栓,332020,,倉敷市木見３７番地,岡山県,倉敷市,,,,133.8199,34.527246,100,公設
332020,0100005189,岡山県倉敷市,消火栓,332020,,倉敷市福江１１９５番地２,岡山県,倉敷市,,,,133.805135,34.524775,250,公設
332020,0100005190,岡山県倉敷市,消火栓,332020,,倉敷市福江１１６０番地４,岡山県,倉敷市,,,,133.80557,34.522956,250,公設
332020,0100005191,岡山県倉敷市,消火栓,332020,,倉敷市福江１６５８番地１８,岡山県,倉敷市,,,,133.805708,34.520786,250,公設
332020,0100005192,岡山県倉敷市,消火栓,332020,,倉敷市串田１８番地,岡山県,倉敷市,,,,133.815505,34.552618,100,公設
332020,0100005193,岡山県倉敷市,消火栓,332020,,倉敷市串田１番地７,岡山県,倉敷市,,,,133.816246,34.553228,100,公設
332020,0100005194,岡山県倉敷市,消火栓,332020,,倉敷市林２０２番地３,岡山県,倉敷市,,,,133.817639,34.546429,75,公設
332020,0100005195,岡山県倉敷市,消火栓,332020,,倉敷市串田５３４番地,岡山県,倉敷市,,,,133.812486,34.544705,100,公設
332020,0100005196,岡山県倉敷市,消火栓,332020,,倉敷市林２０５２番地１,岡山県,倉敷市,,,,133.811544,34.533613,100,公設
332020,0100005197,岡山県倉敷市,消火栓,332020,,倉敷市尾原西原,岡山県,倉敷市,,,,133.830373,34.517215,150,公設
332020,0100005198,岡山県倉敷市,消火栓,332020,,倉敷市林１３２３番地９,岡山県,倉敷市,,,,133.815949,34.524579,150,公設
332020,0100005199,岡山県倉敷市,消火栓,332020,,倉敷市木見１３９０番地１,岡山県,倉敷市,,,,133.83269,34.527524,75,公設
332020,0100005200,岡山県倉敷市,消火栓,332020,,倉敷市木見１９３７番地４,岡山県,倉敷市,,,,133.829759,34.527096,75,公設
332020,0100005201,岡山県倉敷市,消火栓,332020,,倉敷市福江８７６番地３,岡山県,倉敷市,,,,133.800267,34.527244,75,公設
332020,0100005202,岡山県倉敷市,消火栓,332020,,倉敷市尾原２４３番地２,岡山県,倉敷市,,,,133.833632,34.517567,75,公設
332020,0100005203,岡山県倉敷市,消火栓,332020,,倉敷市林２６２番地１,岡山県,倉敷市,,,,133.816743,34.544605,75,公設
332020,0100005204,岡山県倉敷市,消火栓,332020,,倉敷市尾原１６番地１,岡山県,倉敷市,,,,133.828036,34.519094,150,公設
332020,0100005205,岡山県倉敷市,消火栓,332020,,倉敷市林１７６８番地１,岡山県,倉敷市,,,,133.814403,34.532489,75,公設
332020,0100005206,岡山県倉敷市,消火栓,332020,,倉敷市福江５４３番地１,岡山県,倉敷市,,,,133.797129,34.528633,75,公設
332020,0100005207,岡山県倉敷市,消火栓,332020,,倉敷市曽原９２３番地１,岡山県,倉敷市,,,,133.801254,34.530992,75,公設
332020,0100005208,岡山県倉敷市,消火栓,332020,,倉敷市林１７５０番地１,岡山県,倉敷市,,,,133.815775,34.534146,75,公設
332020,0100005209,岡山県倉敷市,消火栓,332020,,倉敷市福江７９番地１,岡山県,倉敷市,,,,133.804201,34.530766,75,公設
332020,0100005210,岡山県倉敷市,消火栓,332020,,倉敷市林２３７番地１６,岡山県,倉敷市,,,,133.815341,34.546083,75,公設
332020,0100005212,岡山県倉敷市,消火栓,332020,,倉敷市曽原５６番地,岡山県,倉敷市,,,,133.80939,34.538383,75,公設
332020,0100005213,岡山県倉敷市,消火栓,332020,,倉敷市林５９９番地１６,岡山県,倉敷市,,,,133.813846,34.537301,100,公設
332020,0100005214,岡山県倉敷市,消火栓,332020,,倉敷市林１７２８番地８,岡山県,倉敷市,,,,133.816085,34.532987,100,公設
332020,0100005215,岡山県倉敷市,消火栓,332020,,倉敷市木見１１１番地１,岡山県,倉敷市,,,,133.820846,34.525965,100,公設
332020,0100005216,岡山県倉敷市,消火栓,332020,,倉敷市尾原５５４番地,岡山県,倉敷市,,,,133.836889,34.520233,75,公設
332020,0100005217,岡山県倉敷市,消火栓,332020,,倉敷市串田７５７番地１,岡山県,倉敷市,,,,133.812903,34.54361,75,公設
332020,0100005218,岡山県倉敷市,消火栓,332020,,倉敷市林４５９番地１,岡山県,倉敷市,,,,133.814849,34.543176,100,公設
332020,0100005219,岡山県倉敷市,消火栓,332020,,倉敷市曽原５６３番地,岡山県,倉敷市,,,,133.803729,34.5356,75,公設
332020,0100005220,岡山県倉敷市,消火栓,332020,,倉敷市曽原４６２番地,岡山県,倉敷市,,,,133.806341,34.534056,75,公設
332020,0100005221,岡山県倉敷市,消火栓,332020,,倉敷市福江１１４３番地８,岡山県,倉敷市,,,,133.806806,34.515902,350,公設
332020,0100005222,岡山県倉敷市,消火栓,332020,,倉敷市林５４８番地３,岡山県,倉敷市,,,,133.813584,34.539625,100,公設
332020,0100005223,岡山県倉敷市,消火栓,332020,,倉敷市尾原１９２４番地,岡山県,倉敷市,,,,133.838837,34.509841,75,公設
332020,0100005224,岡山県倉敷市,消火栓,332020,,倉敷市林１４４６番地４,岡山県,倉敷市,,,,133.809583,34.532286,300,公設
332020,0100005225,岡山県倉敷市,消火栓,332020,,倉敷市林２１５１番地６,岡山県,倉敷市,,,,133.810562,34.534466,100,公設
332020,0100005226,岡山県倉敷市,消火栓,332020,,倉敷市林２０２９番地６,岡山県,倉敷市,,,,133.813351,34.534947,75,公設
332020,0100005271,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾４９９番地６,岡山県,倉敷市,,,,133.69334,34.578752,200,公設
332020,0100005272,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾４６７番地５地先,岡山県,倉敷市,,,,133.692293,34.577373,200,公設
332020,0100005273,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾４０５番地４地先,岡山県,倉敷市,,,,133.692249,34.576443,75,公設
332020,0100005274,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾４５４番地２,岡山県,倉敷市,,,,133.691021,34.575826,200,公設
332020,0100005275,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾上之町,岡山県,倉敷市,,,,133.691327,34.574522,150,公設
332020,0100005276,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１３３９番地４,岡山県,倉敷市,,,,133.681993,34.583898,75,公設
332020,0100005277,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾９１２番地３,岡山県,倉敷市,,,,133.688932,34.583381,100,公設
332020,0100005278,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾７９４番地１地先,岡山県,倉敷市,,,,133.69059,34.582477,75,公設
332020,0100005279,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾９２７番地４地先,岡山県,倉敷市,,,,133.687668,34.582368,100,公設
332020,0100005280,岡山県倉敷市,消火栓,332020,,倉敷市玉島上成４３１番地１　北,岡山県,倉敷市,,,,133.693555,34.566035,100,公設
332020,0100005281,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１２４２番地１,岡山県,倉敷市,,,,133.683418,34.579974,200,公設
332020,0100005282,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾７５４番地８地先,岡山県,倉敷市,,,,133.68661,34.579914,100,公設
332020,0100005283,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１００３,岡山県,倉敷市,,,,133.686033,34.578662,200,公設
332020,0100005284,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１５０１番地１２,岡山県,倉敷市,,,,133.682316,34.5784,300,公設
332020,0100005285,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾３２７５番地１,岡山県,倉敷市,,,,133.681264,34.578211,300,公設
332020,0100005286,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾４１７５番地３,岡山県,倉敷市,,,,133.679995,34.580702,75,公設
332020,0100005287,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾４１５８番地１,岡山県,倉敷市,,,,133.679444,34.579009,75,公設
332020,0100005288,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾３５９７番地３,岡山県,倉敷市,,,,133.677632,34.577403,100,公設
332020,0100005289,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾７４０－１,岡山県,倉敷市,,,,133.687127,34.577896,100,公設
332020,0100005290,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１６８９,岡山県,倉敷市,,,,133.684622,34.577983,200,公設
332020,0100005291,岡山県倉敷市,消火栓,332020,,倉敷市玉島上成３６２番地,岡山県,倉敷市,,,,133.695107,34.565179,100,公設
332020,0100005292,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１５０５－１,岡山県,倉敷市,,,,133.682457,34.576953,100,公設
332020,0100005293,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１６７１,岡山県,倉敷市,,,,133.685909,34.577244,200,公設
332020,0100005295,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１７０４－３,岡山県,倉敷市,,,,133.686263,34.576451,200,公設
332020,0100005296,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１７８０,岡山県,倉敷市,,,,133.684642,34.57597,75,公設
332020,0100005298,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾明見,岡山県,倉敷市,,,,133.687739,34.575617,100,公設
332020,0100005299,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１７１５,岡山県,倉敷市,,,,133.686483,34.575483,200,公設
332020,0100005300,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１６２３,岡山県,倉敷市,,,,133.685811,34.575167,75,公設
332020,0100005301,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１８０５,岡山県,倉敷市,,,,133.684468,34.57477,75,公設
332020,0100005302,岡山県倉敷市,消火栓,332020,,倉敷市玉島上成３７６番地,岡山県,倉敷市,,,,133.696956,34.565406,75,公設
332020,0100005303,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１８６２,岡山県,倉敷市,,,,133.683543,34.574682,150,公設
332020,0100005304,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾上之町,岡山県,倉敷市,,,,133.688915,34.574355,200,公設
332020,0100005305,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１７２１,岡山県,倉敷市,,,,133.686703,34.574492,200,公設
332020,0100005306,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１７２２,岡山県,倉敷市,,,,133.68603,34.574445,150,公設
332020,0100005307,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１７８０番地,岡山県,倉敷市,,,,133.685114,34.574094,150,公設
332020,0100005308,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾１８２４,岡山県,倉敷市,,,,133.683647,34.573718,100,公設
332020,0100005309,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾４００－６,岡山県,倉敷市,,,,133.691838,34.573049,100,公設
332020,0100005310,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾３５４－９,岡山県,倉敷市,,,,133.689887,34.572494,100,公設
332020,0100005311,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾,岡山県,倉敷市,,,,133.689779,34.573632,150,公設
332020,0100005312,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾,岡山県,倉敷市,,,,133.687448,34.573751,200,公設
332020,0100005313,岡山県倉敷市,消火栓,332020,,倉敷市玉島上成７１番地１　地先,岡山県,倉敷市,,,,133.697529,34.564867,100,公設
332020,0100005314,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾上之町,岡山県,倉敷市,,,,133.686902,34.573427,200,公設
332020,0100005315,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾上之町,岡山県,倉敷市,,,,133.686145,34.57307,75,公設
332020,0100005316,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾上之町,岡山県,倉敷市,,,,133.687823,34.572386,200,公設
332020,0100005317,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾上之町,岡山県,倉敷市,,,,133.68702,34.571923,150,公設
332020,0100005318,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾上之町,岡山県,倉敷市,,,,133.686542,34.572471,200,公設
332020,0100005319,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾上之町,岡山県,倉敷市,,,,133.687077,34.571283,100,公設
332020,0100005320,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾上之町,岡山県,倉敷市,,,,133.685477,34.572122,200,公設
332020,0100005321,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾２０６６,岡山県,倉敷市,,,,133.684779,34.572931,100,公設
332020,0100005322,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾２００９,岡山県,倉敷市,,,,133.683978,34.573021,100,公設
332020,0100005323,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾２０１８,岡山県,倉敷市,,,,133.683391,34.572328,75,公設
332020,0100005324,岡山県倉敷市,消火栓,332020,,倉敷市玉島上成１１３番地３　地先,岡山県,倉敷市,,,,133.696752,34.563466,150,公設
332020,0100005325,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾２５１５,岡山県,倉敷市,,,,133.683899,34.572309,75,公設
332020,0100005326,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾２１４０,岡山県,倉敷市,,,,133.684062,34.571803,75,公設
332020,0100005327,岡山県倉敷市,消火栓,332020,,倉敷市玉島長尾上之町,岡山県,倉敷市,,,,133.685047,34.571651,200,公設
